,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
315,XTZUSDT,XRPUSDT,0.01,-3.85,-3.34,1.31,0
316,XTZUSDT,USDCUSDT,0.02,-3.61,-3.34,0.72,0
317,XTZUSDT,THETAUSDT,0.01,-3.88,-3.34,1.1,0
291,KEYUSDT,OAXUSDT,0.0,-4.58,-3.34,0.04,0
289,KEYUSDT,BIFIUSDT,0.01,-3.91,-3.34,0.0,0
319,XTZUSDT,FTMUSDT,0.04,-3.45,-3.34,3.4,0
274,ANKRUSDT,DREPUSDT,0.02,-3.66,-3.34,0.09,0
262,ANKRUSDT,USDCUSDT,0.03,-3.51,-3.34,0.02,0
263,ANKRUSDT,ONEUSDT,0.02,-3.76,-3.34,2.02,0
264,ANKRUSDT,FTMUSDT,0.04,-3.44,-3.34,0.1,0
265,ANKRUSDT,WINUSDT,0.0,-4.27,-3.34,327.62,0
266,ANKRUSDT,COSUSDT,0.03,-3.55,-3.34,4.43,0
267,ANKRUSDT,DENTUSDT,0.01,-3.84,-3.34,30.81,0
268,ANKRUSDT,FUNUSDT,0.01,-3.87,-3.34,4.7,0
269,ANKRUSDT,BUSDUSDT,0.01,-3.93,-3.34,0.02,0
270,ANKRUSDT,RVNUSDT,0.02,-3.75,-3.34,1.29,0
271,ANKRUSDT,KAVAUSDT,0.0,-4.6,-3.34,0.03,0
272,ANKRUSDT,CTXCUSDT,0.04,-3.44,-3.34,0.16,0
273,ANKRUSDT,VITEUSDT,0.01,-3.83,-3.34,1.68,0
275,ANKRUSDT,WRXUSDT,0.01,-3.91,-3.34,0.2,0
288,KEYUSDT,SPELLUSDT,0.04,-3.39,-3.34,11.51,0
276,ANKRUSDT,MBLUSDT,0.01,-3.94,-3.34,7.2,0
277,ANKRUSDT,COMPUSDT,0.04,-3.4,-3.34,0.0,0
278,ANKRUSDT,SCUSDT,0.01,-3.89,-3.34,6.82,0
279,ANKRUSDT,MANAUSDT,0.04,-3.4,-3.34,0.06,0
280,ANKRUSDT,YFIUSDT,0.01,-3.96,-3.34,0.0,0
281,ANKRUSDT,USDTDAI,0.05,-3.35,-3.34,0.02,0
282,ANKRUSDT,SANDUSDT,0.04,-3.41,-3.34,0.06,0
283,ANKRUSDT,WNXMUSDT,0.01,-4.02,-3.34,0.0,0
284,COSUSDT,BTCUSDT,0.02,-3.6,-3.34,0.0,0
285,MTLUSDT,OGNUSDT,0.03,-3.54,-3.34,14.33,0
286,KEYUSDT,XVSUSDT,0.04,-3.44,-3.34,0.0,0
287,KEYUSDT,HIGHUSDT,0.04,-3.45,-3.34,0.0,0
318,XTZUSDT,ENJUSDT,0.04,-3.41,-3.34,2.83,0
320,XTZUSDT,WINUSDT,0.04,-3.46,-3.34,11418.55,0
378,BUSDTRY,MDTUSDT,0.03,-3.52,-3.34,620.87,0
364,IOTXUSDT,AGLDUSDT,0.03,-3.49,-3.34,0.03,0
352,IOTXUSDT,PERLUSDT,0.04,-3.44,-3.34,1.01,0
353,IOTXUSDT,DREPUSDT,0.03,-3.56,-3.34,0.06,0
354,IOTXUSDT,BTSUSDT,0.03,-3.55,-3.34,1.68,0
355,IOTXUSDT,COTIUSDT,0.0,-4.93,-3.34,0.36,0
356,IOTXUSDT,WTCUSDT,0.03,-3.58,-3.34,0.1,0
357,IOTXUSDT,CHRUSDT,0.02,-3.65,-3.34,0.15,0
358,IOTXUSDT,KNCUSDT,0.04,-3.39,-3.34,0.03,0
359,IOTXUSDT,PNTUSDT,0.02,-3.71,-3.34,0.15,0
360,IOTXUSDT,SUNUSDT,0.02,-3.62,-3.34,2.9,0
361,IOTXUSDT,STRAXUSDT,0.02,-3.67,-3.34,0.04,0
362,IOTXUSDT,SKLUSDT,0.01,-3.89,-3.34,0.65,0
363,IOTXUSDT,FARMUSDT,0.01,-3.79,-3.34,0.0,0
365,IOTXUSDT,VGXUSDT,0.01,-3.87,-3.34,0.11,0
350,ARPAUSDT,NULSUSDT,0.02,-3.74,-3.34,0.25,0
366,RLCUSDT,NULSUSDT,0.0,-4.71,-3.34,5.93,0
367,RLCUSDT,COSUSDT,0.04,-3.45,-3.34,233.69,0
368,RLCUSDT,WANUSDT,0.03,-3.53,-3.34,5.76,0
369,BCHUSDT,WANUSDT,0.01,-3.78,-3.34,1094.77,0
370,BUSDTRY,TUSDUSDT,0.03,-3.48,-3.34,27.23,0
371,BUSDTRY,IOTAUSDT,0.03,-3.48,-3.34,167.12,0
372,BUSDTRY,TRXUSDT,0.03,-3.58,-3.34,350.22,0
373,BUSDTRY,TOMOUSDT,0.04,-3.39,-3.34,20.36,0
374,BUSDTRY,HBARUSDT,0.01,-4.04,-3.34,490.11,0
375,BUSDTRY,USDTRUB,0.03,-3.53,-3.34,0.28,0
376,BUSDTRY,DREPUSDT,0.05,-3.35,-3.34,112.81,0
377,BUSDTRY,SOLUSDT,0.04,-3.4,-3.34,1.27,0
351,IOTXUSDT,DUSKUSDT,0.05,-3.37,-3.34,0.14,0
349,STXUSDT,BTCUSDT,0.02,-3.62,-3.34,0.0,0
321,XTZUSDT,COSUSDT,0.02,-3.69,-3.34,154.36,0
334,XTZUSDT,CRVUSDT,0.0,-4.32,-3.34,1.44,0
322,XTZUSDT,PERLUSDT,0.04,-3.38,-3.34,47.18,0
323,XTZUSDT,WANUSDT,0.01,-4.05,-3.34,3.81,0
324,XTZUSDT,FUNUSDT,0.0,-5.19,-3.34,163.71,0
325,XTZUSDT,BUSDUSDT,0.01,-3.82,-3.34,0.72,0
326,XTZUSDT,KAVAUSDT,0.01,-4.09,-3.34,1.0,0
327,XTZUSDT,CTXCUSDT,0.01,-3.92,-3.34,5.66,0
328,XTZUSDT,WRXUSDT,0.0,-4.53,-3.34,6.9,0
329,XTZUSDT,USDTIDRT,0.01,-3.92,-3.34,0.0,0
330,XTZUSDT,COMPUSDT,0.01,-3.99,-3.34,0.02,0
331,XTZUSDT,SCUSDT,0.03,-3.58,-3.34,237.05,0
332,XTZUSDT,BLZUSDT,0.01,-3.81,-3.34,6.02,0
333,XTZUSDT,USDTDAI,0.05,-3.36,-3.34,0.73,0
335,XTZUSDT,LUNAUSDT,0.02,-3.69,-3.34,1.55,0
348,NKNUSDT,WTCUSDT,0.02,-3.71,-3.34,0.59,0
336,XTZUSDT,WNXMUSDT,0.01,-4.09,-3.34,0.02,0
337,RENUSDT,BNBUSDT,0.03,-3.49,-3.34,0.0,0
338,RENUSDT,QTUMUSDT,0.01,-3.84,-3.34,0.02,0
339,HBARUSDT,FETUSDT,0.05,-3.36,-3.34,0.25,0
340,HBARUSDT,AVAUSDT,0.03,-3.49,-3.34,0.1,0
341,NKNUSDT,NULSUSDT,0.0,-4.38,-3.34,0.49,0
342,NKNUSDT,WANUSDT,0.02,-3.62,-3.34,0.47,0
343,NKNUSDT,ARPAUSDT,0.03,-3.48,-3.34,1.97,0
344,NKNUSDT,RLCUSDT,0.02,-3.75,-3.34,0.08,0
345,NKNUSDT,DREPUSDT,0.04,-3.41,-3.34,0.37,0
346,NKNUSDT,BTSUSDT,0.04,-3.41,-3.34,9.78,0
347,NKNUSDT,LTOUSDT,0.02,-3.76,-3.34,1.56,0
1008,FILUSDT,FXSUSDT,0.03,-3.57,-3.34,0.61,0
1010,FILUSDT,TUSDT,0.01,-3.81,-3.34,180.76,0
1990,FLOWUSDT,TFUELUSDT,0.01,-3.81,-3.34,13.72,0
1747,ARUSDT,DENTUSDT,0.04,-3.42,-3.34,6793.2,0
1658,PUNDIXUSDT,SUSHIUSDT,0.01,-3.84,-3.34,0.55,0
1659,PUNDIXUSDT,UMAUSDT,0.04,-3.45,-3.34,0.24,0
1660,PUNDIXUSDT,SUNUSDT,0.01,-3.89,-3.34,65.25,0
1661,PUNDIXUSDT,ORNUSDT,0.04,-3.4,-3.34,0.61,0
1662,PUNDIXUSDT,AAVEUSDT,0.02,-3.64,-3.34,0.01,0
1663,BARUSDT,ETHUSDT,0.01,-3.87,-3.34,0.0,0
1664,BARUSDT,BNBUSDT,0.04,-3.43,-3.34,0.01,0
1665,BARUSDT,LTCUSDT,0.04,-3.45,-3.34,0.04,0
1666,BARUSDT,QTUMUSDT,0.05,-3.37,-3.34,1.11,0
1667,BARUSDT,ADAUSDT,0.01,-4.07,-3.34,9.51,0
1668,BARUSDT,XRPUSDT,0.04,-3.38,-3.34,4.61,0
1669,BARUSDT,EOSUSDT,0.02,-3.73,-3.34,4.07,0
1670,BARUSDT,TUSDUSDT,0.0,-4.32,-3.34,2.57,0
1671,FORTHUSDT,NEOUSDT,0.01,-3.79,-3.34,0.36,0
1672,FORTHUSDT,XLMUSDT,0.03,-3.56,-3.34,21.53,0
1673,FORTHUSDT,ONTUSDT,0.04,-3.39,-3.34,16.14,0
1674,FORTHUSDT,NULSUSDT,0.0,-4.67,-3.34,14.89,0
1675,FORTHUSDT,LINKUSDT,0.03,-3.56,-3.34,0.42,0
1676,FORTHUSDT,ZRXUSDT,0.03,-3.5,-3.34,14.62,0
1677,FORTHUSDT,XMRUSDT,0.05,-3.35,-3.34,0.02,0
1678,FORTHUSDT,ZECUSDT,0.05,-3.36,-3.34,0.1,0
1679,BURGERUSDT,BTCUSDT,0.02,-3.67,-3.34,0.0,0
1680,BURGERUSDT,ETHUSDT,0.0,-4.47,-3.34,0.0,0
1681,BURGERUSDT,BNBUSDT,0.01,-3.98,-3.34,0.0,0
1682,BURGERUSDT,NEOUSDT,0.05,-3.35,-3.34,0.05,0
1683,BURGERUSDT,LTCUSDT,0.01,-4.02,-3.34,0.0,0
1684,BURGERUSDT,QTUMUSDT,0.05,-3.35,-3.34,0.15,0
1657,PUNDIXUSDT,WNXMUSDT,0.01,-4.09,-3.34,0.01,0
1656,PUNDIXUSDT,CRVUSDT,0.03,-3.56,-3.34,0.69,0
1655,PUNDIXUSDT,SXPUSDT,0.0,-5.23,-3.34,1.23,0
1640,PUNDIXUSDT,CTXCUSDT,0.04,-3.46,-3.34,2.72,0
1628,PUNDIXUSDT,XMRUSDT,0.0,-4.6,-3.34,0.0,0
1629,PUNDIXUSDT,ZECUSDT,0.0,-4.91,-3.34,0.01,0
1630,PUNDIXUSDT,CELRUSDT,0.04,-3.38,-3.34,28.09,0
1631,PUNDIXUSDT,DASHUSDT,0.04,-3.43,-3.34,0.01,0
1632,PUNDIXUSDT,TFUELUSDT,0.05,-3.37,-3.34,9.94,0
1633,PUNDIXUSDT,COSUSDT,0.01,-3.79,-3.34,74.29,0
1634,PUNDIXUSDT,PERLUSDT,0.01,-3.86,-3.34,22.71,0
1635,PUNDIXUSDT,DOCKUSDT,0.03,-3.55,-3.34,24.51,0
1636,PUNDIXUSDT,WANUSDT,0.02,-3.72,-3.34,1.83,0
1637,PUNDIXUSDT,CVCUSDT,0.0,-4.83,-3.34,4.62,0
1638,PUNDIXUSDT,BUSDUSDT,0.02,-3.7,-3.34,0.35,0
1639,PUNDIXUSDT,RENUSDT,0.02,-3.69,-3.34,6.9,0
1641,PUNDIXUSDT,VITEUSDT,0.04,-3.39,-3.34,28.08,0
1654,PUNDIXUSDT,SCUSDT,0.0,-4.12,-3.34,114.11,0
1642,PUNDIXUSDT,DREPUSDT,0.01,-3.81,-3.34,1.45,0
1643,PUNDIXUSDT,LSKUSDT,0.0,-4.55,-3.34,0.46,0
1644,PUNDIXUSDT,LTOUSDT,0.0,-4.21,-3.34,6.02,0
1645,PUNDIXUSDT,MBLUSDT,0.0,-4.21,-3.34,120.48,0
1646,PUNDIXUSDT,COTIUSDT,0.01,-3.98,-3.34,8.18,0
1647,PUNDIXUSDT,WTCUSDT,0.05,-3.36,-3.34,2.3,0
1648,PUNDIXUSDT,CTSIUSDT,0.02,-3.62,-3.34,2.66,0
1649,PUNDIXUSDT,HIVEUSDT,0.01,-3.86,-3.34,1.15,0
1650,PUNDIXUSDT,ARDRUSDT,0.01,-3.77,-3.34,5.28,0
1651,PUNDIXUSDT,STMXUSDT,0.02,-3.68,-3.34,61.17,0
1652,PUNDIXUSDT,KNCUSDT,0.01,-3.97,-3.34,0.6,0
1653,PUNDIXUSDT,PNTUSDT,0.01,-3.93,-3.34,3.36,0
1685,BURGERUSDT,ADAUSDT,0.01,-3.8,-3.34,1.31,0
1686,BURGERUSDT,XRPUSDT,0.01,-3.9,-3.34,0.63,0
1687,BURGERUSDT,EOSUSDT,0.01,-3.99,-3.34,0.56,0
1731,ICPUSDT,VITEUSDT,0.0,-4.11,-3.34,287.33,0
1719,SLPUSDT,MBLUSDT,0.04,-3.4,-3.34,0.51,0
1720,SLPUSDT,LRCUSDT,0.01,-3.8,-3.34,0.01,0
1721,SLPUSDT,USDTDAI,0.01,-4.1,-3.34,0.0,0
1722,SHIBUSDT,OMGUSDT,0.03,-3.55,-3.34,0.0,0
1723,SHIBUSDT,ALGOUSDT,0.04,-3.44,-3.34,0.0,0
1724,SHIBUSDT,BUSDUSDT,0.02,-3.71,-3.34,0.0,0
1725,SHIBUSDT,VITEUSDT,0.02,-3.76,-3.34,0.0,0
1726,SHIBUSDT,USDTDAI,0.01,-4.03,-3.34,0.0,0
1727,SHIBUSDT,KSMUSDT,0.04,-3.42,-3.34,0.0,0
1728,ICPUSDT,USDCUSDT,0.02,-3.64,-3.34,3.56,0
1729,ICPUSDT,FUNUSDT,0.01,-4.08,-3.34,806.08,0
1730,ICPUSDT,BUSDUSDT,0.0,-4.25,-3.34,3.56,0
1732,ICPUSDT,WRXUSDT,0.03,-3.53,-3.34,33.98,0
1717,SLPUSDT,VITEUSDT,0.0,-4.52,-3.34,0.12,0
1733,ICPUSDT,BLZUSDT,0.01,-3.92,-3.34,29.24,0
1734,ICPUSDT,USDTDAI,0.02,-3.66,-3.34,3.56,0
1735,ARUSDT,ETHUSDT,0.02,-3.59,-3.34,0.0,0
1736,ARUSDT,BNBUSDT,0.05,-3.37,-3.34,0.02,0
1737,ARUSDT,LTCUSDT,0.02,-3.61,-3.34,0.06,0
1739,ARUSDT,XRPUSDT,0.04,-3.4,-3.34,8.28,0
1740,ARUSDT,ONTUSDT,0.03,-3.53,-3.34,26.96,0
1741,ARUSDT,USDCUSDT,0.03,-3.59,-3.34,4.58,0
1742,ARUSDT,ZRXUSDT,0.03,-3.52,-3.34,24.46,0
1743,ARUSDT,XMRUSDT,0.0,-4.68,-3.34,0.03,0
1744,ARUSDT,TFUELUSDT,0.02,-3.6,-3.34,130.97,0
1745,ARUSDT,WINUSDT,0.03,-3.59,-3.34,72283.17,0
1718,SLPUSDT,DREPUSDT,0.02,-3.73,-3.34,0.01,0
1716,SLPUSDT,KAVAUSDT,0.03,-3.58,-3.34,0.0,0
1688,BURGERUSDT,ONTUSDT,0.0,-4.18,-3.34,2.07,0
1701,BURGERUSDT,IOSTUSDT,0.02,-3.71,-3.34,46.15,0
1689,BURGERUSDT,ETCUSDT,0.02,-3.63,-3.34,0.02,0
1690,BURGERUSDT,ICXUSDT,0.0,-4.25,-3.34,1.94,0
1691,BURGERUSDT,USDCUSDT,0.01,-3.82,-3.34,0.35,0
1692,BURGERUSDT,LINKUSDT,0.03,-3.56,-3.34,0.05,0
1693,BURGERUSDT,WAVESUSDT,0.01,-4.02,-3.34,0.21,0
1694,BURGERUSDT,ONGUSDT,0.01,-3.82,-3.34,1.58,0
1695,BURGERUSDT,HOTUSDT,0.0,-4.66,-3.34,309.57,0
1696,BURGERUSDT,ZILUSDT,0.0,-4.18,-3.34,19.94,0
1697,BURGERUSDT,ZRXUSDT,0.05,-3.37,-3.34,1.88,0
1698,BURGERUSDT,BATUSDT,0.0,-4.66,-3.34,1.91,0
1699,BURGERUSDT,XMRUSDT,0.02,-3.64,-3.34,0.0,0
1700,BURGERUSDT,ZECUSDT,0.03,-3.56,-3.34,0.01,0
1702,BURGERUSDT,CELRUSDT,0.0,-4.63,-3.34,28.38,0
1715,SLPUSDT,BUSDUSDT,0.0,-4.28,-3.34,0.0,0
1703,BURGERUSDT,DASHUSDT,0.0,-4.54,-3.34,0.01,0
1704,BURGERUSDT,OMGUSDT,0.0,-4.58,-3.34,0.71,0
1705,BURGERUSDT,THETAUSDT,0.0,-4.22,-3.34,0.53,0
1706,BURGERUSDT,ENJUSDT,0.01,-4.07,-3.34,1.37,0
1707,BURGERUSDT,MATICUSDT,0.0,-4.24,-3.34,0.6,0
1708,SLPUSDT,USDCUSDT,0.01,-3.88,-3.34,0.0,0
1709,SLPUSDT,HOTUSDT,0.04,-3.44,-3.34,1.3,0
1710,SLPUSDT,OMGUSDT,0.0,-4.43,-3.34,0.0,0
1711,SLPUSDT,FTMUSDT,0.01,-3.93,-3.34,0.01,0
1712,SLPUSDT,DOGEUSDT,0.03,-3.54,-3.34,0.02,0
1713,SLPUSDT,COSUSDT,0.03,-3.48,-3.34,0.32,0
1714,SLPUSDT,FUNUSDT,0.02,-3.69,-3.34,0.33,0
1627,PUNDIXUSDT,BATUSDT,0.01,-4.05,-3.34,1.89,0
1626,PUNDIXUSDT,ZRXUSDT,0.0,-5.16,-3.34,1.86,0
1625,PUNDIXUSDT,WAVESUSDT,0.0,-4.12,-3.34,0.21,0
1550,LINAUSDT,MBLUSDT,0.01,-3.8,-3.34,4.09,0
1538,LINAUSDT,ONTUSDT,0.03,-3.54,-3.34,0.07,0
1539,LINAUSDT,XMRUSDT,0.03,-3.51,-3.34,0.0,0
1540,LINAUSDT,CELRUSDT,0.04,-3.4,-3.34,0.95,0
1541,LINAUSDT,OMGUSDT,0.04,-3.41,-3.34,0.02,0
1542,LINAUSDT,ALGOUSDT,0.05,-3.37,-3.34,0.12,0
1543,LINAUSDT,WINUSDT,0.03,-3.59,-3.34,185.99,0
1544,LINAUSDT,COSUSDT,0.03,-3.51,-3.34,2.52,0
1545,LINAUSDT,WANUSDT,0.03,-3.51,-3.34,0.06,0
1546,LINAUSDT,BUSDUSDT,0.04,-3.39,-3.34,0.01,0
1547,LINAUSDT,VITEUSDT,0.04,-3.41,-3.34,0.95,0
1548,LINAUSDT,DREPUSDT,0.03,-3.58,-3.34,0.05,0
1549,LINAUSDT,LTOUSDT,0.01,-4.05,-3.34,0.2,0
1551,LINAUSDT,LRCUSDT,0.03,-3.59,-3.34,0.06,0
1536,ALICEUSDT,TFUELUSDT,0.03,-3.54,-3.34,23.36,0
1552,LINAUSDT,PNTUSDT,0.05,-3.35,-3.34,0.11,0
1553,LINAUSDT,IRISUSDT,0.03,-3.5,-3.34,0.63,0
1554,LINAUSDT,USDTDAI,0.02,-3.76,-3.34,0.01,0
1555,LINAUSDT,WNXMUSDT,0.01,-3.78,-3.34,0.0,0
1556,LINAUSDT,KSMUSDT,0.04,-3.43,-3.34,0.0,0
1557,CFXUSDT,ETHUSDT,0.0,-4.12,-3.34,0.0,0
1558,CFXUSDT,BNBUSDT,0.05,-3.36,-3.34,0.0,0
1559,CFXUSDT,LTCUSDT,0.01,-3.85,-3.34,0.0,0
1560,CFXUSDT,QTUMUSDT,0.01,-4.08,-3.34,0.06,0
1561,CFXUSDT,XRPUSDT,0.01,-3.96,-3.34,0.26,0
1562,CFXUSDT,USDCUSDT,0.03,-3.58,-3.34,0.14,0
1563,CFXUSDT,XMRUSDT,0.02,-3.73,-3.34,0.0,0
1537,LINAUSDT,ETHUSDT,0.04,-3.41,-3.34,0.0,0
1535,ALICEUSDT,ENJUSDT,0.04,-3.39,-3.34,3.2,0
1565,CFXUSDT,OMGUSDT,0.05,-3.35,-3.34,0.29,0
1520,ALICEUSDT,ETHUSDT,0.02,-3.71,-3.34,0.0,0
1508,PONDUSDT,IOSTUSDT,0.02,-3.68,-3.34,1.07,0
1509,PONDUSDT,CELRUSDT,0.02,-3.72,-3.34,0.66,0
1510,PONDUSDT,DASHUSDT,0.01,-4.0,-3.34,0.0,0
1511,PONDUSDT,OMGUSDT,0.05,-3.37,-3.34,0.02,0
1512,PONDUSDT,THETAUSDT,0.01,-3.84,-3.34,0.01,0
1513,PONDUSDT,ENJUSDT,0.01,-3.86,-3.34,0.03,0
1514,PONDUSDT,MATICUSDT,0.02,-3.67,-3.34,0.01,0
1515,PONDUSDT,ATOMUSDT,0.03,-3.55,-3.34,0.0,0
1516,PONDUSDT,TFUELUSDT,0.02,-3.71,-3.34,0.23,0
1517,DEGOUSDT,BTCUSDT,0.04,-3.41,-3.34,0.0,0
1518,DEGOUSDT,ETHUSDT,0.03,-3.49,-3.34,0.0,0
1519,ALICEUSDT,BTCUSDT,0.04,-3.45,-3.34,0.0,0
1521,ALICEUSDT,BNBUSDT,0.02,-3.68,-3.34,0.0,0
1534,ALICEUSDT,THETAUSDT,0.0,-4.18,-3.34,1.24,0
1522,ALICEUSDT,NEOUSDT,0.01,-3.83,-3.34,0.11,0
1523,ALICEUSDT,LTCUSDT,0.01,-3.78,-3.34,0.01,0
1524,ALICEUSDT,XRPUSDT,0.03,-3.57,-3.34,1.48,0
1525,ALICEUSDT,EOSUSDT,0.01,-3.96,-3.34,1.31,0
1526,ALICEUSDT,ONTUSDT,0.03,-3.57,-3.34,4.81,0
1527,ALICEUSDT,ICXUSDT,0.02,-3.71,-3.34,4.51,0
1528,ALICEUSDT,USDCUSDT,0.02,-3.64,-3.34,0.82,0
1529,ALICEUSDT,ZILUSDT,0.02,-3.63,-3.34,46.42,0
1530,ALICEUSDT,BATUSDT,0.03,-3.53,-3.34,4.45,0
1531,ALICEUSDT,XMRUSDT,0.01,-4.05,-3.34,0.01,0
1532,ALICEUSDT,IOSTUSDT,0.02,-3.68,-3.34,107.43,0
1533,ALICEUSDT,CELRUSDT,0.01,-3.92,-3.34,66.06,0
1564,CFXUSDT,CELRUSDT,0.02,-3.64,-3.34,11.63,0
1566,CFXUSDT,THETAUSDT,0.0,-4.2,-3.34,0.22,0
1624,PUNDIXUSDT,ICXUSDT,0.0,-4.12,-3.34,1.92,0
1610,TKOUSDT,BALUSDT,0.03,-3.49,-3.34,0.06,0
1598,TKOUSDT,XTZUSDT,0.03,-3.56,-3.34,0.32,0
1599,TKOUSDT,RVNUSDT,0.02,-3.73,-3.34,14.28,0
1600,TKOUSDT,KAVAUSDT,0.01,-3.82,-3.34,0.32,0
1601,TKOUSDT,CTXCUSDT,0.03,-3.49,-3.34,1.8,0
1602,TKOUSDT,VITEUSDT,0.0,-5.56,-3.34,18.53,0
1603,TKOUSDT,DREPUSDT,0.01,-3.86,-3.34,0.96,0
1604,TKOUSDT,WRXUSDT,0.02,-3.68,-3.34,2.19,0
1605,TKOUSDT,LTOUSDT,0.04,-3.46,-3.34,3.97,0
1606,TKOUSDT,SOLUSDT,0.04,-3.42,-3.34,0.01,0
1607,TKOUSDT,LRCUSDT,0.02,-3.7,-3.34,1.18,0
1608,TKOUSDT,DGBUSDT,0.01,-3.91,-3.34,32.36,0
1609,TKOUSDT,MANAUSDT,0.05,-3.34,-3.34,0.72,0
1611,TKOUSDT,BLZUSDT,0.01,-3.93,-3.34,1.93,0
1596,TKOUSDT,FUNUSDT,0.0,-4.54,-3.34,51.97,0
1612,TKOUSDT,IRISUSDT,0.01,-3.81,-3.34,12.25,0
1613,TKOUSDT,USDTDAI,0.01,-3.84,-3.34,0.23,0
1614,TKOUSDT,CRVUSDT,0.02,-3.66,-3.34,0.46,0
1615,TKOUSDT,SANDUSDT,0.04,-3.43,-3.34,0.67,0
1616,TKOUSDT,DOTUSDT,0.02,-3.77,-3.34,0.05,0
1617,TKOUSDT,LUNAUSDT,0.02,-3.67,-3.34,0.49,0
1618,TKOUSDT,WNXMUSDT,0.02,-3.67,-3.34,0.01,0
1619,TKOUSDT,KSMUSDT,0.02,-3.66,-3.34,0.01,0
1620,PUNDIXUSDT,BTCUSDT,0.05,-3.34,-3.34,0.0,0
1621,PUNDIXUSDT,BNBUSDT,0.05,-3.38,-3.34,0.0,0
1622,PUNDIXUSDT,QTUMUSDT,0.0,-4.5,-3.34,0.15,0
1623,PUNDIXUSDT,ONTUSDT,0.02,-3.6,-3.34,2.05,0
1597,TKOUSDT,BUSDUSDT,0.0,-4.38,-3.34,0.23,0
1595,TKOUSDT,DENTUSDT,0.03,-3.56,-3.34,339.9,0
1567,CFXUSDT,ENJUSDT,0.05,-3.35,-3.34,0.56,0
1580,CFXUSDT,SCUSDT,0.02,-3.65,-3.34,47.26,0
1568,CFXUSDT,DOGEUSDT,0.01,-3.91,-3.34,2.15,0
1569,CFXUSDT,WINUSDT,0.0,-4.55,-3.34,2262.23,0
1570,CFXUSDT,COSUSDT,0.0,-4.4,-3.34,30.66,0
1571,CFXUSDT,DENTUSDT,0.05,-3.37,-3.34,213.55,0
1572,CFXUSDT,FUNUSDT,0.0,-4.29,-3.34,32.54,0
1573,CFXUSDT,BUSDUSDT,0.01,-3.78,-3.34,0.14,0
1574,CFXUSDT,RVNUSDT,0.01,-3.88,-3.34,8.95,0
1575,CFXUSDT,CTXCUSDT,0.01,-4.09,-3.34,1.12,0
1576,CFXUSDT,VITEUSDT,0.03,-3.54,-3.34,11.59,0
1577,CFXUSDT,DREPUSDT,0.02,-3.66,-3.34,0.6,0
1578,CFXUSDT,LTOUSDT,0.0,-4.16,-3.34,2.48,0
1579,CFXUSDT,MBLUSDT,0.03,-3.5,-3.34,49.89,0
1581,CFXUSDT,IRISUSDT,0.03,-3.51,-3.34,7.66,0
1594,TKOUSDT,COSUSDT,0.01,-3.84,-3.34,49.02,0
1582,CFXUSDT,USDTDAI,0.01,-3.77,-3.34,0.14,0
1583,CFXUSDT,LUNAUSDT,0.02,-3.66,-3.34,0.31,0
1584,CFXUSDT,WNXMUSDT,0.0,-4.82,-3.34,0.0,0
1585,TKOUSDT,ADAUSDT,0.01,-3.96,-3.34,0.85,0
1586,TKOUSDT,XRPUSDT,0.03,-3.52,-3.34,0.41,0
1587,TKOUSDT,TUSDUSDT,0.02,-3.71,-3.34,0.23,0
1588,TKOUSDT,USDCUSDT,0.01,-4.02,-3.34,0.23,0
1589,TKOUSDT,OMGUSDT,0.0,-4.11,-3.34,0.46,0
1590,TKOUSDT,ENJUSDT,0.0,-4.43,-3.34,0.9,0
1591,TKOUSDT,MATICUSDT,0.01,-3.78,-3.34,0.39,0
1592,TKOUSDT,FTMUSDT,0.0,-4.29,-3.34,1.08,0
1593,TKOUSDT,WINUSDT,0.02,-3.61,-3.34,3628.66,0
1746,ARUSDT,COSUSDT,0.01,-3.82,-3.34,977.81,0
1748,ARUSDT,DOCKUSDT,0.01,-3.82,-3.34,322.54,0
1506,PONDUSDT,XMRUSDT,0.01,-3.84,-3.34,0.0,0
1749,ARUSDT,CVCUSDT,0.05,-3.35,-3.34,60.84,0
1901,MLNUSDT,FETUSDT,0.02,-3.72,-3.34,72.66,0
1902,MLNUSDT,OMGUSDT,0.03,-3.53,-3.34,32.36,0
1903,DEXEUSDT,BTCUSDT,0.01,-3.93,-3.34,0.0,0
1904,DEXEUSDT,ETHUSDT,0.01,-3.86,-3.34,0.0,0
1905,DEXEUSDT,BNBUSDT,0.01,-3.91,-3.34,0.01,0
1906,DEXEUSDT,NEOUSDT,0.01,-3.97,-3.34,0.29,0
1907,DEXEUSDT,LTCUSDT,0.01,-3.86,-3.34,0.03,0
1908,DEXEUSDT,QTUMUSDT,0.01,-3.81,-3.34,0.95,0
1909,DEXEUSDT,ADAUSDT,0.02,-3.74,-3.34,8.12,0
1910,DEXEUSDT,XRPUSDT,0.01,-3.81,-3.34,3.93,0
1911,DEXEUSDT,EOSUSDT,0.01,-3.88,-3.34,3.47,0
1912,DEXEUSDT,TUSDUSDT,0.02,-3.67,-3.34,2.2,0
1913,DEXEUSDT,IOTAUSDT,0.01,-3.87,-3.34,13.52,0
1914,DEXEUSDT,XLMUSDT,0.02,-3.75,-3.34,17.12,0
1915,DEXEUSDT,ONTUSDT,0.01,-4.08,-3.34,12.83,0
